,Variable,Technology Name,Country Code,Country Name,Metric,Exponential Fit,exponential goodness,Logistic Fit,Logistic Saturation,Logistic Inflection Year,logistic goodness,Gompertz Fit,gompertz goodness,Delta T,Vintage,Number of Points
113,Railroad_Total Length_IR,Railroad,IRN,Iran,Total Length,0.05749417212879034,-1.6171557057827617e+73,0.08643118511196146,5095.123387810862,1949.7217553200642,0.974815557652104,0.05319420333868003,0.9800320373268646,50.84332870109262,1888,99
114,Telegraph Traffic_Total Number_FR,Telegraph Traffic,FRA,France,Cumulative Calculation,0.0651878150583677,-4.890780457293268e+85,0.05659987200330161,3238.3497429931713,1924.2388265341963,0.995447611323444,0.032480295873047946,0.9995607995637743,77.6406200073403,1858,136
115,Postal Traffic_Total Number_DK,Postal Traffic,DNK,Denmark,Cumulative Calculation,0.06672386139417248,-9.492377302728334e+87,0.03847594382673392,159946.45901907957,2013.6030957090234,0.9987461025807726,0.005036700692616178,0.9992794098509067,114.21290077929369,1861,133
116,Silver_Annual Production_JP,Silver,JPN,Japan,Annual Production,err,,0.09525397745242638,221.10510665815073,1907.7673902988586,0.5000692230686419,0.06826761087032687,0.4929007250278393,46.1340226644835,1874,133
117,Telegraph Traffic_Total Number_IN,Telegraph Traffic,IND,India,Cumulative Calculation,0.07207760123294964,-2.3611538094231283e+98,0.03932188582736687,7481.743590532398,1998.210792400049,0.9976934528887453,0.007992321620435823,0.9982639349117995,111.75580881255783,1866,133
118,Railroad_Total Length_ET,Railroad,ETH,Ethiopia,Total Length,err,,0.20120940400482748,782.27577887524,1909.8421917221328,0.8739207693189379,0.14434584355828162,0.8475898710372788,21.84017778098983,1903,91
119,Gold_Annual Production_JP,Gold,JPN,Japan,Annual Production,0.033431645896347464,-1.2333374683380742e+30,0.20442556048896557,9.057741297184553,1906.6333408037383,0.37563377265669184,0.17007962776493735,0.3733695608475166,21.4965738343158,1874,132
120,Radio_Total Number_NI,Radio,NIC,Nicaragua,Total Number,0.09983279392594345,-5.4180806120072255e+146,0.18363184881654304,1478.4671379366428,1987.4607006176263,0.979760839019664,0.08236209248419989,0.9710045532894909,23.930757017333647,1938,56
121,Railroad_Total Length_GN,Railroad,GIN,Guinea,Total Length,0.020771546067425907,-80898.80427793197,0.39133705912303396,700.1610494148117,1908.989808460061,0.6777999373811643,0.2621846576809415,0.6730253040473182,11.22932022977883,1904,90
122,Railroad_Total Length_BJ,Railroad,BEN,Benin,Total Length,0.019292551847331505,-2551.7151006437043,0.10060479695496499,598.3315025092386,1912.920129498236,0.8039932769201693,0.08015860823470083,0.7977544627143986,43.680314335702924,1903,91
123,Railroad_Total Length_MU,Railroad,MUS,Mauritius,Total Length,err,,0.08275939060640103,197.9834754276778,1870.2462874934927,0.5922432889869904,0.06920470666609829,0.580526357793407,53.0990999628331,1864,96
124,Radio_Total Number_HN,Radio,HND,Honduras,Total Number,0.10617987470101745,-1.4141315321784596e+156,0.2498773839271635,2523.269113174245,1984.3307747999008,0.9921457630466116,0.14959170004614042,0.9899133754186653,17.58642213075743,1938,56
125,Railroad_Total Length_AO,Railroad,AGO,Angola,Total Length,0.035950571029118444,-3.760763327462223e+33,0.09147243332860784,2938.5313336457502,1920.1167389016514,0.9338518761456215,0.062440094910262776,0.9341450816408732,48.04124034708589,1889,104
126,Railroad_Total Length_CL,Railroad,CHL,Chile,Total Length,0.025067579462723512,-1723706882078.081,0.09963673930091614,6636.184275489567,1897.7994710472267,0.9645337993494194,0.06786906384297697,0.9483307562738523,44.10470661229309,1860,131
127,Postal Traffic_Total Number_DE,Postal Traffic,DEU,Germany,Cumulative Calculation,0.06265370097104421,-1.0054224888868504e+80,0.03133685344070814,1585289.6610431992,2002.6054533564998,0.990898605817613,0.006929039451323242,0.9933376466848072,140.23262300368134,1850,145
128,Radio_Total Number_GT,Radio,GTM,Guatemala,Total Number,0.0739485166154668,-1.3895928862036103e+100,0.051241669964773695,21345.80763024066,2059.590351935695,0.9789749524244318,0.0030741837316560962,0.9792371983710029,85.75928844031473,1938,56
129,Steamships_Total Number_BE,Steamships,BEL,Belgium,Total Number,-0.03591192010155878,0.2315160256231552,31.69766882323796,46.64885507684446,1172.315711288053,-4.440892098500626e-16,105.51237763671294,-4.440892098500626e-16,0.13863635143575015,1837,131
130,Postal Traffic_Total Number_NL,Postal Traffic,NLD,Netherlands,Cumulative Calculation,0.0701101939128272,-3.697141286226633e+91,0.037249297767963305,611712.8545459347,2016.2514907799593,0.9979070763002232,0.00429900891078539,0.998421733835835,117.9740134175613,1849,141
131,Railroad_Total Length_DZ,Railroad,DZA,Algeria,Total Length,0.03585255953577289,-1.1893035176788585e+32,0.09636614758739531,4177.686732156791,1893.3276330620597,0.9498223507594284,0.06966569078451582,0.950243692726185,45.60158587523772,1862,130
132,Railroad_Total Length_TH,Railroad,THA,Thailand,Total Length,0.0354413548190904,-1.8658837413240399e+34,0.2808563621427793,2334.366428296643,1912.2417307731541,0.796620565491964,0.21211433601767093,0.780155055335719,15.64660711669557,1898,85
133,Radio_Total Number_CR,Radio,CRI,Costa Rica,Total Number,0.08003408038009292,-2.6764456053284645e+111,0.15940888161374556,1172.0368790938205,1986.275150070133,0.9710465224591475,0.05865250249337529,0.9604542155282316,27.56715378833392,1946,54
134,Beer_Annual Production_NO,Beer Production,NOR,Norway,Annual Production,0.024860856408388227,0.8780397502881755,0.020055203021085124,4316263.0525315385,2372.269316088547,0.8705030002091936,err,0.9604542155282316,219.11765989366032,1870,130
135,Crude Petroleum_Annual Production_JP,Crude Oil,JPN,Japan,Annual Production,0.047939138659845185,-1.3750566836820509e+56,0.055165805926242886,506.99785683963165,1922.1124485342416,0.596307966823957,0.040569218940377384,0.5994907088800367,79.65893148643295,1879,130
136,Postal Traffic_Total Number_GR,Postal Traffic,GRC,Greece,Cumulative Calculation,0.06599661372609937,-3.7014674507456995e+85,0.04346542148821861,73361.15644766753,2019.047942609191,0.9983799937867883,0.0034909456034865386,0.9984628093488266,101.10218661663188,1840,151
137,Railroad_Total Length_NZ,Railroad,NZL,New Zealand,Total Length,0.02324785498735541,-5318430162.783875,0.0977264371193456,5049.465136245517,1886.272640472202,0.8694399808301361,0.07821596823121899,0.8718263922115597,44.96684095119363,1873,121
138,Telegraph Traffic_Total Number_IT,Telegraph Traffic,ITA,Italy,Cumulative Calculation,0.07721191572429716,-3.640878168836656e+104,0.045629581126450186,2833.156726089987,1952.9115177808449,0.9979651048507078,0.01915377981745971,0.999133266062409,96.30702378122643,1861,132
139,Railroad_Total Length_LK,Railroad,LKA,Sri Lanka,Total Length,0.019953518882796503,-25203.6493844453,0.09417725649282487,1499.065709017042,1904.1153406254946,0.9843291399248831,0.06348602075939906,0.9722935576830716,46.66146921584238,1871,128
140,Telegraph Traffic_Total Number_DE,Telegraph Traffic,DEU,Germany,Cumulative Calculation,0.07880766330064094,-3.300435871029249e+107,0.0639967246625063,2579.8390817451746,1917.8134966765072,0.9944184489643344,0.037975656227221766,0.9976874426800482,68.66678221185607,1850,142
141,Railroad_Total Length_VE,Railroad,VEN,Venezuela,Total Length,0.030046489744754094,-3.53078055718064e+23,-0.0566458609963282,664.6730270232562,2003.904473719764,0.038728492483857346,0.28059513714539647,0.44801793219254016,-77.57758602975932,1870,128
142,Sulphuric Acid_Annual Production_JP,Sulphuric Acid,JPN,Japan,Annual Production,0.06917145368825825,-2.504193177468858e+93,0.10979001906015248,7062.886916230923,1954.7729031778506,0.9748837466459354,0.06183517895000896,0.9638777119685803,40.02594400010787,1876,128
143,Radio_Total Number_SV,Radio,SLV,El Salvador,Total Number,0.0931097447579347,-4.6500149192073687e+136,0.11254177889904277,4250.72818215116,1991.040158531447,0.9808134872767456,0.026399624570738175,0.9759358918084977,39.047269357760406,1946,54
144,Postal Traffic_Total Number_IT,Postal Traffic,ITA,Italy,Cumulative Calculation,0.06153686385345992,-1.0190505813395886e+80,0.03818839900942587,708159.9858068073,1994.540320233143,0.9976833638559613,0.007666810437171887,0.9985291877436948,115.07288256802222,1861,132
145,Railroad_Total Length_ZA,Railroad,ZAF,South Africa,Total Length,0.043020533894896074,-5.573067157588327e+46,0.09830293985221265,21598.891151143438,1907.731285862281,0.989298729351237,0.06434064419424054,0.9836708344020755,44.703130560276186,1873,126
146,Railroad_Total Length_NG,Railroad,NGA,Nigeria,Total Length,0.02957475063570967,-1.2918520847261485e+22,0.1244781901159726,3363.815591804153,1918.5060751870508,0.9489701212580318,0.08500465541635076,0.9574934555013548,35.30296472481053,1901,98
147,Postal Traffic_Total Number_NO,Postal Traffic,NOR,Norway,Cumulative Calculation,0.07382117978843102,-8.919617808470556e+101,err,3363.815591804153,err,,err,0.9574934555013548,err,1848,146
148,Telegraph Traffic_Total Number_DK,Telegraph Traffic,DNK,Denmark,Cumulative Calculation,0.05914949968541563,-2.018080709255254e+76,0.05269960962949126,355.0019608877858,1936.791438825162,0.9968878991783365,0.027211451092231553,0.9979759817099556,83.38674964706492,1865,126
149,Beer_Annual Production_US,Beer Production,USA,USA,Annual Production,0.02678177444555444,-1385521613367850.0,0.02921018265774866,671038.4214118954,2011.7291162397444,0.9101713065267585,0.0019271342874083645,0.9076224679115185,150.44237162641338,1870,125
150,Railroad_Total Length_SV,Railroad,SLV,El Salvador,Total Length,0.02827962848743889,-1.0424921754093912e+19,0.11412898128050289,619.3551443044772,1913.937181392422,0.9735962356739651,0.07797658132621585,0.957719711199473,38.504235342922144,1882,118
151,Railroad_Total Length_NI,Railroad,NIC,Nicaragua,Total Length,err,,0.10283251383479104,352.0790859744006,1895.1848508650871,0.6908826328071669,0.07880729281254818,0.6836317642610569,42.73404384271385,1882,118
152,Railroad_Total Length_CU,Railroad,CUB,Cuba,Total Length,0.030424709387034087,-3.099710262600526e+20,0.09368280037272853,4967.295773195037,1901.018689214814,0.9733907743535836,0.07006628289971165,0.9644569468610911,46.90774760349374,1837,118
153,Railroad_Total Length_AU,Railroad,AUS,Australia,Total Length,0.02658219045401569,-1.7175802223670808e+16,-0.846229113607217,31647.856,2048.6828140277908,0.0,-1.2344395076510901,-2.531308496145357e-14,-5.192977981979657,1869,125
154,Beer_Annual Production_IT,Beer Production,ITA,Italy,Annual Production,0.03844854492209134,-1.0712932435084453e+39,0.10827064596979412,12029.467488839615,1969.9830807505816,0.977007205073652,0.06568911906917298,0.9740571631374262,40.58763218147257,1879,125
155,Radio_Total Number_IT,Radio,ITA,Italy,Total Number,0.0944535538964329,-2.8917957295984256e+138,0.11800298668492828,49052.86440445232,1970.3820489802627,0.9839142056060971,0.0654614346364767,0.9878025532466368,37.240151949761724,1928,71
156,Steamships_Total Number_GB,Steamships,GBR,United Kingdom,Total Number,0.07189322998625405,-1.3908276535293158e+93,0.08817975042291633,10917.717202135973,1878.679490540946,0.9524451272866915,0.05769966798857237,0.9401128714656577,49.835128060539404,1814,124
157,Steamships_Total Number_NO,Steamships,NOR,Norway,Total Number,-1.7705892493435463e-06,0.017610227699619396,2.9226664812233394,930.8048780487804,1765.4504449527278,0.0,7.8396411274462805,-2.220446049250313e-16,1.5035753079951346,1866,123
158,Sugar Output_Annual Production_EG,Cane Sugar,EGY,Egypt,Annual Production,0.05053668136797733,-1.4496352126720885e+61,2.0122258240674893,15695.082237426628,1994.1989053211055,0.9910351357421654,1.244674032680271,0.9910332161042347,2.1838747431386962,1888,123
159,Beer_Annual Production_SE,Beer Production,SWE,Sweden,Annual Production,0.021998738902889253,0.6413553517664992,0.010490267899554519,97385933.88424458,2948.8176982646182,0.6138885199810149,err,0.9910332161042347,418.9072382850255,1885,123
160,Beer_Annual Production_NZ,Beer Production,NZL,New Zealand,Annual Production,0.022285832844322343,-1462548544.6697755,0.09551884381349708,3653.958640703798,1950.6626274975854,0.9475350255137692,0.07425818993877835,0.929560291187748,46.00609659024674,1886,122
161,Radio_Total Number_DO,Radio,DOM,Dominican Republic,Total Number,0.10852579036391298,-5.657254269357084e+160,0.1909470797432018,1712.2940050029445,1987.3195279470046,0.976234128395846,0.09713237901945,0.9651878333642491,23.013963662509966,1938,56
162,Silver_Annual Production_AU,Silver,AUS,Australia,Annual Production,0.05684729878705836,-2.7612378650012943e+69,0.022891039048222983,186315727.82087886,2513.325279174252,0.8146777537330447,err,0.9651878333642491,191.9724633475551,1882,122
163,Railroad_Total Length_SL,Railroad,SLE,Sierra Leone,Total Length,0.025702970537175875,-3904349555410186.0,0.3527872100491518,506.0582622557386,1904.1958076146304,0.9087600274171648,0.2688709470362691,0.9088045633226081,12.456373217328899,1899,74
164,Public Roads_Total Length_US,Public Roads,USA,United States,Total Length,err,,0.026009692301897498,4227663.163590001,1890.997039408688,0.9536491514468868,0.021549630833542756,0.9567635595325543,168.95429225634663,1900,121
165,Railroad_Total Length_SN,Railroad,SEN,Senegal,Total Length,0.03934893456060938,-3.3939202440052877e+39,0.16152017013821235,1403.3473887480634,1903.2782306591314,0.8111268770691984,0.1240538022381204,0.7934744345187745,27.206813557168257,1883,111
166,Oil Pipelines_Cumulative Number of Units_AT,Oil Pipelines,AUT,Austria,Cumulative Number of Units,0.0,1.0,err,1403.3473887480634,err,,err,0.7934744345187745,err,1970,54
167,Oil Pipelines_Cumulative Number of Units_AU,Oil Pipelines,AUS,Australia,Cumulative Number of Units,0.08643117802316616,-4.461235355774836e+124,0.07773188375898929,1640.7226760690628,1989.873028218894,0.870852365678878,0.051565986900698316,0.8890400289180573,56.53341900599757,1964,60
168,Oil Pipelines_Cumulative Number of Units_AR,Oil Pipelines,ARG,Argentina,Cumulative Number of Units,err,,0.11471784937458675,806.7133504209329,1990.9904202378664,0.8761765386111728,0.09065845026863521,0.8690250293002052,38.3065859291286,1993,31
169,Oil Pipelines_Cumulative Number of Units_NZ,Oil Pipelines,NZL,New Zealand,Cumulative Number of Units,0.0,1.0,err,806.7133504209329,err,,err,0.8690250293002052,err,1985,39
170,Oil Pipelines_Cumulative Number of Units_DZ,Oil Pipelines,DZA,Algeria,Cumulative Number of Units,0.028371685321558007,-1.1858443475105953e+21,0.061010034530300794,5244.595228309929,1999.4605761967298,0.956722850716708,0.02492841832873607,0.9512275912628003,72.02830138524057,1961,63
171,Oil Pipelines_Cumulative Number of Units_AO,Oil Pipelines,AGO,Angola,Cumulative Number of Units,0.027225738963317127,-465906048.94688416,0.23795492330347665,104.45774991752411,2003.3776281703506,0.7944191609602165,0.17785436096312626,0.779605964074527,18.467569797108013,2002,22
172,Crude Petroleum_Annual Production_IN,Crude Oil,IND,India,Annual Production,0.0660049589098344,-2.1788694166425478e+88,0.20200637255174264,34988.39128143255,1980.1367662072846,0.9811279832320635,0.11680518329062306,0.975029698413595,21.754012505456128,1889,120
173,Natural Gas Pipelines_Cumulative Number of Units_UA,Natural Gas Pipelines,UKR,Ukraine,Cumulative Number of Units,0.030055293771221157,-3.1959799631263835e+25,0.17022026462969586,2931.549779824042,1971.8064207511247,0.9306159369163247,0.12237535220456743,0.9366973345029856,25.816251456501398,1960,64
174,Natural Gas Pipelines_Cumulative Number of Units_AE,Natural Gas Pipelines,ARE,United Arab Emirates,Cumulative Number of Units,err,,0.012133185274888787,603247.0780246737,2719.85610772449,0.7458166150368037,err,0.9366973345029856,362.18429498207087,1986,38
175,Natural Gas Pipelines_Cumulative Number of Units_GB,Natural Gas Pipelines,GBR,United Kingdom,Cumulative Number of Units,err,,0.020861277249072916,14002.518185413237,1961.0086735651953,0.9603801130260058,0.012936700108623467,0.9590543603504041,210.65101154665544,1963,61
176,Natural Gas Pipelines_Cumulative Number of Units_US,Natural Gas Pipelines,USA,United States,Cumulative Number of Units,0.02869579236577858,-2.337767678730255e+20,0.031720534480914636,372751.31615894224,1988.3535261501822,0.9391108591884935,0.015350489139620633,0.9484702642147502,138.53641581343646,1904,120
177,Natural Gas Pipelines_Cumulative Number of Units_UZ,Natural Gas Pipelines,UZB,Uzbekistan,Cumulative Number of Units,0.052740864749603864,-2.0209659944352563e+65,0.22835695332880757,870.3759557312471,2000.6407373117922,0.9666254322699718,0.16223391621570143,0.9640330700585821,19.243772044659142,1973,51
178,Natural Gas Pipelines_Cumulative Number of Units_VE,Natural Gas Pipelines,VEN,Venezuela,Cumulative Number of Units,err,,0.07653594630980122,2775.3486316196318,1944.191608206294,0.8204827766707726,0.06631811572620032,0.8134451208994162,57.41680042583709,1950,74
